,index,SN,isDyn,isHqe,gain,resolution,dcr,pde,tts,amplitude,HV,PvsV,SvsN,risetime,falltime,fwhm,tts_ss
17094,17094,PA2003-1122,0,1,10724618.302155286,0.3409018175606616,12.250010835705325,29.460179449976696,7.813715123117583,3.5524309919661996,1733.6980695549028,3.810797079050582,0.08235800649399695,4.963045230494213,18.209589266825333,7.006494040997603,5.508023375293943
17095,17095,PA2003-1084,0,1,10572582.61972974,0.33494840086903427,25.96097770240158,30.18432556418702,8.846514502391479,8.132188832039754,1729.2126114932576,3.6133807069092505,0.07040530178786267,4.901826026207132,18.017682044815942,7.580118247247487,4.800645128071373
17096,17096,EA6751,1,0,9983940.0,0.26,13.8,29.35,7.06,6.17,1830.0,3.8,0.077,7.43,10.08,11.8,0.5398627951636281
17097,17097,PA2001-1083,0,1,9688889.260686312,0.3476328840153292,34.12138090771623,31.564449692041503,8.417508195418096,7.414188139774322,1711.8808381239369,3.1756852974226097,0.072079395514046,4.851368443222417,15.657141919369765,7.674930779829075,4.942724606694881
17098,17098,PA2003-1252,0,1,10798011.755177185,0.3160393484705128,43.443762430455536,29.780685646595284,8.830379606158878,8.410836685133987,1666.750149752389,2.9910382883880478,0.07784243587043214,4.334126163128485,14.688898380047508,7.494809916511021,5.537974113983907
17099,17099,EA6963,1,0,9892230.0,0.26,11.8,28.6,6.31,6.18,1779.0,3.39,0.078,7.35,10.18,11.55,0.8588462992470611
17100,17100,PA2003-1247,0,1,10537845.655312905,0.31157085340470075,30.48927471227944,30.7565057980828,9.811144347428504,7.427192413432532,1781.5204055733273,2.603561247220286,0.07495473596683835,6.741284843761071,18.915186117435457,7.91578449065975,4.88531692560315
17101,17101,PA2003-1248,0,1,11112067.279525101,0.34136495018377905,23.315325549105182,32.571121658105405,7.766181053454253,6.663728669484725,1728.0362215779703,3.5683336496394675,0.07107238717510246,4.090236146629442,18.349750858796725,7.7341271634377415,4.772207643251771
17102,17102,PA1705-299,0,0,10469900.0,0.32,13.1,27.47,11.95,6.11,1773.0,3.95,0.069,1.42,25.18,9.97,5.2752613783521785
17103,17103,EA6826,1,0,9838990.0,0.35,11.5,27.13,5.65,6.16,1884.0,3.89,0.074,7.17,10.05,11.83,1.1035629701934992
17104,17104,PA1709-1588,0,0,10355300.0,0.32,38.8,27.21,10.15,6.81,1826.0,3.45,0.075,4.46,18.97,8.17,5.3543491437792605
17105,17105,PA2003-1216,0,1,9559156.660754232,0.31300648996373637,11.573702348861843,27.299832777585834,9.789805307960984,8.151524549319747,1673.1299426019427,4.938190970577792,0.06617225198129116,4.840960718725563,17.44344931290746,7.696007454430043,5.30841597066066
17106,17106,PA2003-1178,0,1,10480659.597639946,0.33494775260565807,39.78331745183095,33.42518353283715,9.052925376072137,7.3057752635921185,1702.4767114113731,3.6947117649542798,0.07170339479704517,4.705428031290415,17.477236821376483,7.788577692382878,5.05581014044919
17107,17107,EA6825,1,0,9958610.0,0.28,13.1,28.6,6.67,6.55,1942.0,4.36,0.072,6.76,10.1,11.5,0.7531968054317294
17108,17108,PA2003-2586,0,1,10309918.21213202,0.28771925838897006,9.057189392158762,25.67089387771557,9.602072519977757,1.4063355388652001,1717.4789318028047,3.693470987438091,0.07871994309110476,4.236335471553459,18.21192010163406,7.0963304314054785,5.197881920471998
17109,17109,PA2003-2581,0,1,10756676.655221464,0.31500372430775314,54.91535729076713,32.52706090374848,9.166823718015127,8.006388287382917,1753.7154126911114,4.734085246743812,0.08023041123230129,4.989467258646903,18.062537846140334,7.877670342691401,5.251638879683105
17110,17110,EA6822,1,0,10006800.0,0.31,17.1,28.48,6.59,6.45,1904.0,3.32,0.074,6.99,10.49,11.56,0.3658464470976277
17111,17111,PA1801-1464,0,0,10097600.0,0.35,33.7,27.19,9.84,6.98,1789.0,4.65,0.077,4.58,18.97,8.13,4.93600539125499
17112,17112,PA2003-2578,0,1,10654780.171841972,0.3285133095900528,22.593739532632753,25.28853790089488,9.410493446554803,8.161201932080127,1703.7449192216523,2.866596958568527,0.06989903569693301,5.310026080632302,18.323585202741754,7.028201987277847,5.453522521635304
17113,17113,PA2003-1053,0,1,9743772.345720125,0.3317478554416448,26.756410976639017,32.37840783923554,8.94968483083248,7.650693584738182,1707.1888803517024,4.041600646204674,0.07356438165030782,5.38235926142667,18.636770557987976,7.518818215775965,5.199868514025472
17114,17114,EA6696,1,0,9709310.0,0.27,12.3,31.19,5.23,6.2,1935.0,3.98,0.077,6.92,10.43,11.91,0.46974517266515275
17115,17115,PA2003-1015,0,1,10574954.43203521,0.28453066472895444,47.8278134749271,31.613734927494058,10.42118556195192,6.748128660423331,1852.9735746991967,3.887887742418969,0.08550348467654187,2.4186062660406935,16.560148270491585,8.474968800329798,4.532178641847036
17116,17116,PA1710-1036A,0,0,10076300.0,0.3,29.6,28.1,9.77,8.71,1755.0,4.43,0.075,4.47,11.2,7.28,5.554715476493351
17117,17117,EA6945,1,0,10003400.0,0.25,14.6,27.75,6.45,6.49,1887.0,4.2,0.074,6.57,10.34,11.8,0.8120021485320822
17118,17118,PA2003-2540,0,1,10323579.790036159,0.288152744374238,52.50391033687629,30.813771420753465,9.92280897534529,7.489111210774531,1676.4815399008262,5.0605750272379195,0.07246506744062998,4.699962189503319,17.64291309989738,8.412229714367122,4.878034516815903
17119,17119,PA2003-1196,0,1,10808323.43298383,0.3146601404598914,58.951900706393644,30.164269706438052,10.060270480144355,7.471379418503256,1682.805945431754,6.280400515055017,0.07508573003854337,4.772105185817073,9.746811498595445,7.310699266344149,5.668977969348504
17120,17120,PA2003-1098,0,1,11006379.218038458,0.2989952461444773,19.111694952240214,31.02975791300504,9.807392245466538,7.2323428424210725,1771.2969275455114,3.2036046630352635,0.06887538346740953,4.782166105083813,11.134299363897435,7.655024630972713,4.9088126733197
17121,17121,EA6749,1,0,9886880.0,0.29,13.1,25.9,6.21,6.01,1810.0,2.71,0.073,7.09,11.06,12.69,0.7314496452396825
17122,17122,PA2002-2603,0,1,10644228.79127087,0.3489919099351391,34.275364932604134,30.14812746948252,8.098040846585462,6.542705696822564,1814.3188795347066,3.2011552773788985,0.07215100226015828,4.932877040010988,17.577776986433804,7.506780002570688,5.143141062106493
17123,17123,PA2003-1194,0,1,10599554.83755283,0.3776468316814862,24.324290932388976,27.907076975563555,11.281230996345945,7.883684968304254,1745.6723297135322,3.341340658593078,0.0657419991831854,4.25826928962868,19.479661453572714,7.422074913293161,4.939521632043939
17124,17124,EA6522,1,0,9927210.0,0.27,10.2,28.88,6.77,6.03,1817.0,3.42,0.081,7.34,10.14,11.57,1.0844195772809475
17125,17125,PA2003-1160,0,1,10459785.887110783,0.3337132173893042,38.059201093390584,31.540270882914765,9.95785519868202,7.103504306193883,1816.3435574905493,5.608519682152759,0.06639138766322539,4.976502154760136,17.1024341659138,8.459279256184475,5.3679489602115416
17126,17126,PA2003-2634,0,1,10825294.727257319,0.32548795305658135,26.526992238825187,29.93897414406049,12.46521280491339,8.02148147905124,1759.9054167128768,2.8582354631146316,0.08221054769388227,4.728671132073432,18.710863274496756,7.345916582441449,5.0208290077124085
17127,17127,PA2001-2507,0,1,10028307.29407769,0.32918483384652064,49.16695025074296,28.513055023038806,8.003595509554229,7.693068423014957,1758.7236705619891,3.777556403505048,0.07038714015029648,4.723294855310199,9.310868146089728,7.561351192808328,4.688008834186199
17128,17128,EA6572,1,0,9797090.0,0.29,9.5,27.58,6.75,6.1,1836.0,3.7,0.08,7.43,9.65,11.39,0.8226989964853872
17129,17129,PA2003-1024,0,1,10066970.832992345,0.3596830616844818,11.937492614844814,31.574876599828713,7.410844836157606,6.984336926102286,1741.4596108459602,3.474474481316601,0.07057759867363146,6.947911554381992,18.333897995177363,7.712831127229908,4.887675142171479
17130,17130,PA1912-1036,0,1,10704436.1741965,0.3746552114305086,32.752167055150494,33.29670603538395,9.243469993974147,10.664166561095039,1940.4894061158927,3.966348415004847,0.07075302129006493,3.6663112247792573,18.687594375784645,7.7476219650522005,5.0345463892526015
17131,17131,EA6361,1,0,9933460.0,0.31,16.1,28.91,6.11,6.3,2139.0,3.6,0.074,6.47,11.03,11.98,1.2240897080244757
17132,17132,PA2002-1063,0,1,10115271.35308832,0.35880498527316373,16.363274226663634,28.328817762229043,9.347973953514872,7.475911077405251,1755.9626314303089,4.627097409443965,0.07969941949557832,4.860668153957274,11.218276533803023,8.474492903835458,5.117862235510678
17133,17133,PA2003-1043,0,1,10598900.232139615,0.323979117826093,53.6292455997318,30.46794898244036,9.410347833385606,7.3505919047333075,1696.568789349562,2.826993981142917,0.07099802791380809,4.81433274670819,19.323177198926405,7.7297183697351795,5.212520076496606
17134,17134,PA2003-1145,0,1,10809558.945676312,0.33672657479997725,13.16436493373476,28.671393183161854,9.816776648462728,7.610381599987617,1876.9757754695993,1.5036742198788984,0.07175949882735105,4.86654781221464,17.73090792751981,7.745892134683939,4.848035717588943
17135,17135,EA1500,1,0,9875090.0,0.27,10.3,27.64,5.49,6.15,1586.0,3.61,0.076,7.48,10.74,12.02,1.1719289841435503
17136,17136,PA2003-1245,0,1,10870377.583069727,0.29165511327097193,11.47597145428881,24.2774502725224,6.689210180144169,7.197721469673017,1751.30999776119,3.8716754983431785,0.06743543371491606,4.750579568736038,19.24187390985815,7.674649443700144,4.108269794458803
17137,17137,PA2001-1116,0,1,10196753.25666244,0.38871139426715673,12.376275352668017,26.893038387177512,8.025889977865365,6.600827474498755,1714.3534911559857,4.229882857559736,0.06884472575382072,4.218850122542377,15.558250304624726,7.849006419858893,5.178587696582285
17138,17138,EA0509,1,0,9743600.0,0.31,11.8,28.59,5.75,6.2,1860.0,3.91,0.075,7.46,10.46,12.04,1.39055699689054
17139,17139,PA2003-1022,0,1,10658920.576552812,0.3308065302087925,22.228023081785068,31.34429073247694,9.496004838415702,2.7101406388489218,1766.3172963132765,3.414708581034967,0.07331285836324619,4.419123631202461,18.202854043989696,7.627263237473764,5.181307440032128
17140,17140,PA1711-1463,0,0,10382000.0,0.31,21.9,27.64,9.39,8.35,1683.0,2.74,0.07,4.48,17.74,7.47,4.201090516122228
17141,17141,PA2002-2522,0,1,10694264.260775277,0.3281333986064419,14.744385819649324,30.22877430601511,13.250232151610719,7.521938834091264,1712.0146783248251,3.8473323189229878,0.07099049698262641,7.370102242163911,18.377120801373028,7.812590993154397,5.095771037668691
17142,17142,EA4149,1,0,9752960.0,0.26,10.9,25.04,7.03,6.44,1601.0,3.1,0.077,6.5,9.77,10.22,1.4753140931880033
17143,17143,PA1710-1072,0,0,10520500.0,0.29,24.6,29.56,9.91,7.76,1712.0,4.85,0.075,4.48,18.32,7.71,4.724944783941276
17144,17144,PA2003-1143,0,1,10156642.887545032,0.3405998275615275,36.401897543575615,25.20046107005331,8.105553777920786,7.128358272814557,1758.4614137572821,5.457149872941112,0.0655658945084239,4.818235531265868,16.521103052657867,7.928239937766871,5.479365556626824
17145,17145,EA4295,1,0,9503520.0,0.28,10.4,25.24,5.64,6.04,1582.0,3.46,0.081,6.27,10.53,10.44,0.8136711748392397
17146,17146,PA2001-2018,0,1,10678937.25451082,0.3320808872045018,22.396582846995443,28.81155873726024,8.510593948048777,7.161881899310931,1687.3755663243621,3.603515711618158,0.07337552420231819,4.972889054601322,16.142539274616865,7.510547200249593,4.726811759715121
17147,17147,PA2003-1286,0,1,9808413.19024208,0.346526271798648,30.70534107158892,29.736634983622928,9.356385962313938,7.302788957901427,1769.8170741344845,4.09547435133022,0.0723470796685196,4.971885392734263,20.652274289547847,7.274739465298126,4.918671958171993
17148,17148,PA2002-2514,0,1,11414776.982478797,0.2709385369089432,29.494783428264782,26.3385153215495,8.015673002273015,7.388722295654073,1775.6690380339376,3.0670440650280293,0.07159192552357194,4.601771394003895,18.633719998716685,7.8811571666469655,5.158733980810293
17149,17149,EA0393,1,0,9831470.0,0.29,22.5,24.7,6.58,6.87,1723.0,3.29,0.084,5.46,9.92,9.82,1.487930943561649
17150,17150,PA2003-1141,0,1,10169200.837261353,0.38687761983368546,29.144882643362507,30.75294143077917,8.420348184460577,6.471971088488056,1827.0802546594123,3.374418347963508,0.06801530841674379,4.987018842001384,18.3987268437159,7.700322854175767,4.360765382025368
17151,17151,PA2003-1221,0,1,9805702.086692056,0.33445552401943135,17.93307253252715,32.22365083221811,8.734262528372586,5.968311726523098,1844.9799945167463,4.493162805155644,0.07074276987247495,7.282681203225539,18.37212570407119,7.829287518016657,5.105686589835788
17152,17152,EA0345,1,0,9880160.0,0.29,14.8,24.9,6.66,6.85,1807.0,4.19,0.075,5.74,9.62,9.67,0.8529044423931958
17153,17153,PA2003-1205,0,1,10507742.097561972,0.35168966132448987,20.955447141313925,29.650617369227497,9.341744123516227,7.410116275651594,1729.0446702430022,2.8039261447657795,0.07566611599992251,4.988613057311104,17.568987858539334,7.563226901335582,5.0598262417984605
17154,17154,PA2003-1038,0,1,10655209.552875973,0.359094289324712,26.413382512517273,29.968472460723095,9.24687934533754,7.172539753080098,1765.0189939200166,3.588314467789234,0.06983410168145684,4.711278890123918,20.26933982855383,7.664120020375721,3.953896189977888
17155,17155,PA1803-1315,0,0,10245100.0,0.32,22.4,28.02,9.65,7.67,1814.0,3.96,0.071,6.87,17.59,7.9,5.6534505720133605
17156,17156,EA6750,1,0,10138600.0,0.27,26.5,27.34,6.75,6.77,1831.0,4.21,0.075,6.37,9.48,10.41,1.4294993888828216
17157,17157,PA2003-1120,0,1,10879553.467776626,0.2937064212979749,16.32734455470927,28.46832360262873,10.198414588866129,6.818136551165265,1712.7756998741265,4.61963968895091,0.07276116521574871,4.583962612429419,17.23414145244098,7.644857759006272,5.176933525092549
17158,17158,PA2003-1128,0,1,10128331.102367353,0.33326417753472926,36.82599936705083,27.775883141672256,8.06228862603204,7.021237169347206,1745.4098814316174,3.9264372592562666,0.07505124620779062,7.334451327075225,15.739586477616935,7.468239793730842,5.395610740739511
17159,17159,EA0922,1,0,9804840.0,0.3,13.8,24.4,6.07,6.82,1828.0,3.63,0.075,5.49,10.02,10.01,0.8760892187094166
17160,17160,PA2003-2501,0,1,10411360.57217088,0.2955781441135332,17.44538093637675,33.40733355381526,9.752918079076924,6.888670017264031,1781.5488021192982,5.043823400805156,0.06804825236714702,6.669158701957435,18.158350399856836,7.973885473154825,4.999209188459247
17161,17161,PA2002-1053,0,1,10554057.585252449,0.32724175441544506,15.573668544413522,30.187218352807044,10.99668004123533,7.521042574937188,1737.141418229263,3.105669139359513,0.07331797654585757,4.7722456198323515,4.899534200473378,8.24919601748661,5.341993028656373
17162,17162,PA2003-1016,0,1,10812409.849507226,0.28345489714993166,25.615022998070344,28.44609872750671,10.887147660750973,7.259427480774481,1688.8376154502125,4.865248288470593,0.07085619067355794,7.315507537757251,18.98722056604643,7.756318088075614,5.153483819773868
17163,17163,EA0881,1,0,9881160.0,0.29,13.5,28.94,5.7,6.5,1796.0,3.54,0.078,6.7,11.03,11.3,0.9802394161881829
17164,17164,PA1712-1760,0,0,10045000.0,0.35,40.9,27.44,7.47,9876540000.0,1803.0,4.63,0.074,4.67,14.69,7.54,4.278220573979433
17165,17165,PA2003-2525,0,1,10402244.927352292,0.3958799022017047,42.97837895201519,32.40592039204785,10.484495047549926,6.344539904305318,1748.4058314207873,5.015616500041831,0.06912799236238637,4.376342561006877,18.129941466249296,7.446648311885161,5.6323783338913005
17166,17166,EA0863,1,0,10049500.0,0.26,11.6,25.39,5.47,6.35,1629.0,3.81,0.073,7.43,10.39,11.63,1.3766395359700796
17167,17167,PA2001-1098,0,1,10705852.497935295,0.31770624513039364,33.48992906254716,29.68573906768759,7.232548140825015,33.093679624318575,1828.1591037752503,4.398344586682605,0.07217362370761374,4.180898786894687,18.360869144881267,7.619356816818482,4.602788715970754
17168,17168,PA2003-2559,0,1,11151319.818711944,0.347288486645557,31.37399997212924,30.958656842799172,9.984521744194925,8.240916749344246,1721.039803418539,4.744091766773705,0.08623329281138435,5.176019945384578,11.056893002988213,7.657952367064661,5.421278671333191
17169,17169,PA2003-1042,0,1,10281896.215151582,0.2988992550899275,33.02451370866038,33.4473774313727,8.647631391402005,6.409872879064089,1699.0952449142885,2.226183158795151,0.0805172577741748,4.795477362165695,19.19992458937176,8.377920330432191,5.617300110579548
17170,17170,EA0826,1,0,9694850.0,0.3,41.0,26.8,6.07,6.39,1861.0,3.18,0.074,6.96,9.36,11.78,1.675635598932526
17171,17171,PA1802-1136,0,0,10377600.0,0.32,18.0,27.17,8.76,8.26,1890.0,3.44,0.076,4.48,11.12,7.29,5.750909700034024
17172,17172,PA2003-1041,0,1,11136754.422868518,0.29118867860874165,11.618640682660043,28.061539861865135,8.707548380611167,7.789914231969066,1703.543307916193,3.0810704305695897,0.07030939143953233,6.5432829013075136,17.692056522461776,8.60033536367074,5.532781159717738
17173,17173,EA1527,1,0,10051100.0,0.31,9.9,24.3,6.15,6.01,1905.0,3.36,0.078,6.78,10.23,11.64,1.0985717628907166
17174,17174,PA2003-2510,0,1,10577005.091776397,0.34829296462005005,28.34940799116157,26.955338163068443,9.698108490077555,6.204421346998555,1756.8454753602605,1.9924824355424127,0.0738339926020721,4.915303159282368,16.714141223191593,7.710167100816336,5.736829504158048
17175,17175,PA2002-2566,0,1,10338361.649340129,0.3744711134186946,10.991536475718021,30.116335561452434,8.957838516610408,6.715454617821918,1752.0419025559233,4.026145984723058,0.06901411720767935,4.667163600902975,17.35093987699625,8.202580483875343,5.73093418608158
17176,17176,PA2003-1045,0,1,9654385.049417615,0.32047344065969813,46.11250763083808,30.186225557363482,10.647491570515946,7.603755308515352,1681.3643642131246,3.0310338858273953,0.07128493816221826,6.945783185641606,12.811862197568496,6.602073874263154,5.366458259390777
17177,17177,EA1011,1,0,10597000.0,0.25,15.3,26.14,5.62,6.97,1778.0,4.27,0.072,6.5,9.81,11.58,1.5307780600394365
17178,17178,PA2003-1080,0,1,10989181.898488766,0.3402082574670203,24.656389097915962,33.24756926860261,8.512285109260745,3.6701716307434253,1695.2213277282938,3.7481902291867932,0.07343516809621949,4.858413711096557,17.33857506031385,7.656439219544127,5.101171382952706
17179,17179,PA2003-1007,0,1,10116755.611237524,0.31367430347017944,51.817304893163964,31.256520043748118,8.770188011963832,2.824180141561859,1749.9453205005382,4.12788373277758,0.07799153640338437,4.0769377335222385,17.23044438087214,7.715648860519815,5.855905807558855
17180,17180,EA7244,1,0,10135300.0,0.29,12.2,26.59,6.56,6.3,1844.0,3.64,0.073,7.13,10.76,11.63,1.5152400470580218
17181,17181,PA2003-2582,0,1,10844562.034079805,0.2964534777612426,15.399803336709738,29.876087406307068,8.0451438951142,7.497089386584888,1667.4086879447452,3.773283629159581,0.06989449976026378,6.902820000014432,18.216863762086444,8.246720354858553,5.746292470685998
17182,17182,PA2003-2537,0,1,10015277.379349407,0.35604940980905664,38.164736182428896,28.472115098818882,11.646312999968236,9.20627209706301,1756.7016254026873,3.947924987351481,0.07645057668804199,6.566797866970045,18.199415725877568,8.208582554928528,5.435128901729725
17183,17183,PA2003-1040,0,1,10441027.061620833,0.3423719478072599,31.77933102962561,28.344147060144067,11.801416877095816,8.15215155005035,1702.0947347156143,3.62231470427093,0.06939402941055596,4.742305258501306,17.10409384901709,7.929310806176864,4.650711114084962
17184,17184,EA1197,1,0,9931660.0,0.27,11.4,27.7,6.62,6.47,1822.0,4.59,0.078,7.4,9.46,11.96,1.289757503498379
17185,17185,PA1801-1571,0,0,9725950.0,0.32,27.4,26.96,9.39,6.85,1794.0,3.04,0.079,4.49,18.58,7.72,4.551599028033047
17186,17186,PA2003-1256,0,1,10273087.922988666,0.32499525813618674,31.80898161488585,27.689082008716653,7.881613104510856,6.6599052035557325,1711.0035081275203,3.750234688188522,0.07189823456300949,4.878869065317971,18.740077710726805,7.835433985614515,5.706126986133893
17187,17187,PA2002-2564,0,1,10580837.320345303,0.32475124234566466,13.47674463223666,31.24666080923219,9.156571531677203,9.063828842435248,1758.2839449168973,3.7918411496027473,0.0735163468125494,4.747889905554544,17.551689750461552,7.6705249260747665,6.050407292523233
17188,17188,EA7269,1,0,9877380.0,0.27,13.2,27.95,6.13,6.63,1783.0,3.76,0.074,6.73,10.43,11.23,0.953927689023014
17189,17189,PA2003-2521,0,1,9955738.671176573,0.3501257131784223,45.50525961141102,30.02736480997152,9.649001555958137,7.223158998487955,1757.156221801291,2.4225593966721144,0.07563962728210857,4.512296605157099,17.162638639586998,8.468719428708937,4.832556363209239
17190,17190,PA1708-1236,0,0,10429300.0,0.31,37.8,29.4,10.25,7.64,1702.0,4.05,0.075,4.64,17.78,7.79,5.039981368212305
17191,17191,EA4177,1,0,9896830.0,0.27,15.3,27.36,7.08,6.1,1796.0,3.81,0.075,7.48,10.89,11.95,0.5075781126572213
17192,17192,PA2003-1114,0,1,10325870.9315796,0.3599688056227751,39.73746458138339,29.588242672741984,12.712408013818152,6.811764417419143,1710.4859542197557,4.99189408727045,0.07356914418284373,4.513707684145036,19.83380321584567,7.825111825500532,4.321880682911287
17193,17193,PA2003-2609,0,1,10273265.267679324,0.381748004227411,44.54770934488624,31.848026090120477,9.900239383416784,7.5479352671133,1797.3902575462687,2.7830599592124634,0.07181153503100862,3.870866710579811,12.891857116253904,7.686241780834835,5.578591579723055
17194,17194,PA2003-2612,0,1,10114568.919235006,0.3141770994616672,24.86388658406213,30.226960681247242,8.565646549675524,7.481971213112063,1689.3242166752061,3.3445542478234995,0.07048425540483627,3.0733367184217535,10.617461339031543,7.9302720159979625,5.3585563462885055
17195,17195,EA7186,1,0,9928520.0,0.31,11.7,26.2,6.27,6.6,1919.0,3.53,0.076,7.21,10.36,11.58,1.0261414141464786
17196,17196,PA2003-1109,0,1,10146395.916499197,0.35236452879849817,28.292398371966556,33.46402787663975,9.039289316045297,7.161523086876522,1757.1030244116318,3.2528434292227852,0.07552554198472006,4.331292540886516,18.21447187269215,8.258874000805788,5.099476042023623
17197,17197,PA2003-1027,0,1,10275492.322233817,0.3772162103652954,22.707451430149376,29.97123415928024,8.122265313778847,7.358118822960522,1719.4712079837534,3.6455213664066988,0.0768223077233802,4.402681463346621,11.411311744753636,7.639917551369121,5.998389596893042
17198,17198,EA7183,1,0,9885790.0,0.3,14.3,27.89,6.19,6.03,1787.0,4.42,0.074,7.09,10.51,11.5,1.481748035946792
17199,17199,PA2003-1113,0,1,10145038.571847336,0.3117639713874087,15.119994905078784,26.1662391590653,12.9811908152515,5.974108752389973,1768.496823022018,4.350174810071151,0.0721369057834253,4.09872549643572,17.51493454640739,8.737618263126864,4.771214192976298
17200,17200,PA2003-1111,0,1,10930141.721431993,0.3455870840093121,27.675301707349718,30.440581293310977,10.03116484822771,7.78853998980052,1689.9035131604178,4.057489960754781,0.06960606532643371,4.972858934860032,18.848759650823766,8.58381362194329,5.299340852909843
17201,17201,PA2003-2604,0,1,10709609.08849563,0.2982884917012416,48.083012111717835,25.815210392465712,13.180044388211558,7.9758465202409425,1756.811375478745,4.0610240599882514,0.0709438241097003,3.300770617980996,18.31692593021347,7.720733390400742,5.771935470458431
17202,17202,EA7188,1,0,10024800.0,0.28,14.0,28.84,6.74,6.48,1754.0,3.53,0.075,7.32,9.6,11.48,1.0796426581159635
17203,17203,PA2003-1118,0,1,10173460.48415811,0.34752635632175954,54.28383379220031,33.14205548423339,8.459610102253512,7.538523762134737,1714.2519437481108,3.8813729973474604,0.0714104653032764,7.4800222465034905,18.201513304187365,8.412299453206808,4.706178548949071
17204,17204,PA2003-1083,0,1,10647994.52261313,0.3273820976424031,35.01638407772407,27.949087474145937,9.38977371957123,6.202268747537271,1715.9462806086533,3.977373936154706,0.07925189061384656,4.8426371697582,18.889144946446528,7.728604061581453,4.40756233727247
17205,17205,EA7187,1,0,9932210.0,0.28,13.4,27.86,7.02,6.14,1988.0,3.79,0.073,6.8,10.47,11.2,1.4303887809557774
17206,17206,PA2003-2565,0,1,10583155.477805244,0.3203354243654758,26.15980832092464,32.842553254147056,9.339596982567256,7.33544654873446,1795.0419407679856,3.7386651783467486,0.07086963826840464,4.768908592360798,18.542640522367037,7.982416194581776,5.355709292255431
17207,17207,PA2003-2536,0,1,10498719.541374594,0.3526996484748088,25.072435023495927,30.942375844748884,7.980502255386693,6.710807614160807,1818.4169747445212,6.471362114833344,0.09013680685242931,6.928151809423523,11.53469678556095,7.828385269394078,5.556519798367539
17208,17208,PA2003-1112,0,1,10313118.540323207,0.32370681908214466,24.304024896817282,31.567371235898463,9.097757853466376,7.59239490594554,1696.9769950581808,3.2303826550421495,0.0700854015379071,4.980048601336024,18.80737839266486,8.049489366750745,5.270696540481344
17209,17209,EA7231,1,0,9829670.0,0.28,13.3,26.51,5.77,6.11,1819.0,3.64,0.073,7.27,10.41,11.2,0.80964958037728
17210,17210,PA1912-1374,0,1,10544481.402753064,0.3154026783187874,18.914648617617786,32.457886061082334,13.434372876587352,7.894091281287189,1720.4020837918308,4.593022524936208,0.06784313859713025,6.781323631134325,18.23774923371838,7.806696221657632,5.483662028076743
17211,17211,PA1708-1159,0,0,10463000.0,0.35,40.4,27.3,8.76,7.79,1784.0,3.09,0.068,3.62,17.61,7.83,5.563513968942178
17212,17212,EA7230,1,0,9883990.0,0.27,13.2,27.98,6.42,6.44,1762.0,3.81,0.077,7.13,11.14,11.56,1.274699843027118
17213,17213,PA2001-1012,0,1,10446864.90213146,0.2897454855544493,38.20051798433997,28.841228755989228,10.080855379094134,6.663616098130754,1749.5760127762924,4.792568302282672,0.06947096328513618,5.99564102049917,18.30603763440331,7.199610312575367,5.93557310944869
17214,17214,PA1705-613,0,0,10184700.0,0.36,38.3,28.28,10.6,8.26,1857.0,3.08,0.079,4.6,10.41,7.26,4.936598003584782
17215,17215,PA2003-1008,0,1,10731300.917743322,0.3420943578076549,20.93594544590451,29.383871291076673,8.953707293570575,6.409178301046657,1805.648257879423,3.817892432234008,0.07006025294811428,4.8515946717890115,15.5314142837361,7.835870187141599,4.408318987747248
17216,17216,EA7229,1,0,9990600.0,0.29,11.7,28.37,6.15,6.49,1848.0,4.38,0.074,7.08,9.81,11.57,1.2196877839060318
17217,17217,PA2003-2535,0,1,10632466.727538178,0.33469304128782823,21.572329493938014,30.003618272568563,11.431771755512251,7.5536801282011075,1662.516227528525,2.9845208134998047,0.07042101010197518,7.360168694884083,15.247840062227539,7.352786316338406,5.2109461139288165
17218,17218,PA2003-2556,0,1,10287107.518703649,0.28218615830410276,17.645165347727016,32.8633559323207,9.956055384096866,7.8554586414306415,1740.1020561878274,3.76042106902911,0.07392431094216653,5.492724694133075,12.491719949729912,8.456291860384226,5.690103281956066
17219,17219,EA7228,1,0,9902300.0,0.29,12.2,27.43,6.68,6.36,1820.0,3.86,0.073,7.28,10.2,11.76,1.3629496063827056
17220,17220,PA2003-1020,0,1,10694136.1373699,0.2850399100617506,33.24614575947635,31.51119350148657,7.411318377974405,7.76226545316534,1888.599178001946,3.3267531189975634,0.09548175472758401,7.194065360672427,11.324878507289409,7.65797363400678,4.872529208417222
17221,17221,PA2003-2562,0,1,10240617.796008786,0.37160140139982106,40.69419059972279,28.101074413668073,7.650072646868623,6.6736218934298845,1716.0282956409415,4.718654838845632,0.07229436867698576,4.297793200007795,16.520894608836578,7.523979118565431,5.592089111926242
17222,17222,PA2003-1018,0,1,10050940.692538023,0.34970845145173374,12.409691209439188,26.004860706743784,9.619134855988204,3.006281339550844,1710.0300021041717,3.9051759225938594,0.06750464044625522,4.234651286507671,18.596098531084007,6.761424683904337,5.62667712483606
17223,17223,EA7145,1,0,9956370.0,0.26,20.4,28.5,5.81,6.37,1776.0,4.28,0.073,7.39,8.53,11.84,1.0516758777565507
