128 128 EA0251 1 0 10050800.0 0.26 15.6 31.35 6.2 6.18 1689.0 3.82 0.083 7.37 10.28 11.77 0.6699595604340236 45.75930881440054 0.0011064932605104427 0.09525534788891674
129 129 PA78F 0 1 9857150.0 0.34 26.4 27.0 8.95 7.36 1800.0 3.91 0.082 4.63 18.37 7.89 5.562889242806684 50.550970623484915 0.006764828699654888 0.0316107097514905
130 130 PA79F 0 1 10339200.0 0.34 23.9 31.07 10.04 7.53 1800.0 2.85 0.076 3.43 18.27 8.01 5.211154600825609 41.32603917960591 0.003453216348670072 0.029807155203181723
131 131 EA0497 1 0 10403900.0 0.25 19.5 27.01 6.5 6.4 1952.0 3.69 0.071 5.8 10.54 12.12 1.304830408805998 33.4756466325134 6.774316912934068e-05 0.10689911400592686
132 132 PA1708-1405 0 0 10706700.0 0.33 42.7 30.14 9.33 6.46 1732.0 5.3 0.07 3.5 17.53 7.38 4.959041372984535 45.611850012612734 0.014792209428400236 0.029741157846414436
133 133 PA1712-1249C 0 0 9950550.0 0.34 14.6 30.19 9.68 7.32 1661.0 3.39 0.073 4.62 18.24 7.93 5.146802717860943 42.08275555165029 0.005353832204407081 0.02918646723050346
134 134 PA80F 0 1 9811680.0 0.31 19.6 30.77 10.53 7.86 1730.0 3.67 0.078 3.74 11.2 7.29 5.223695892163469 41.21447149854712 0.010773873531306162 0.0332063861616258
135 135 EA0432 1 0 10405300.0 0.3 23.5 31.65 5.89 6.74 2104.0 4.91 0.069 6.43 9.48 11.73 0.6948094327676865 42.061070313548974 0.0013984562652234955 0.102633702267833
136 136 PA81F 0 1 10093300.0 0.35 25.1 31.63 10.34 7.37 1787.0 2.98 0.075 4.96 18.28 7.97 5.43313722646817 44.10331204152344 0.015454593258304195 0.031229151616032708
137 137 PA82F 0 1 9728100.0 0.36 20.6 27.87 10.39 8.33 1791.0 3.36 0.077 4.46 11.02 7.08 5.645089272985413 39.50547435254231 0.005269060862346574 0.03012756647192873
138 138 EA1785 1 0 10363800.0 0.24 17.3 30.67 5.32 6.89 1868.0 4.63 0.072 6.94 9.69 11.56 0.7594676533909072 35.11037209745892 0.0008666032003238797 0.09939272459655055
139 139 PA1712-1666 0 0 10495100.0 0.28 34.0 28.0 10.62 7.2 1750.0 5.18 0.067 5.97 18.88 8.22 4.76212683294713 36.03690440276616 0.005660910554230213 0.03212514367466792
140 140 PA1712-1656 0 0 10173500.0 0.32 25.6 29.89 9.41 8.42 1740.0 2.88 0.072 3.18 9.04 7.54 4.3883589642800125 43.16633270952292 0.015747331212615186 0.03347041949106597
